PPG (Pulse)	Respiration (SS5LB)
-0.104065	5.55054
-0.16333	5.56641
-0.219238	5.58502
-0.270569	5.60822
-0.316101	5.64087
-0.356445	5.68481
-0.392151	5.73822
-0.423401	5.79346
-0.449402	5.84412
-0.469543	5.88806
-0.482849	5.92529
-0.489197	5.95734
-0.488953	5.9848
-0.483032	6.00891
-0.472229	6.02997
-0.456421	6.04767
-0.434692	6.06232
-0.407043	6.07452
-0.374268	6.08521
-0.338135	6.09436
-0.300354	6.10321
-0.262085	6.11237
-0.225159	6.12488
-0.19165	6.14258
-0.164978	6.16547
-0.146484	6.18958
-0.134094	6.21124
-0.124084	6.22772
-0.114441	6.23993
-0.105591	6.24969
-0.0983887	6.25793
-0.0932007	6.26495
-0.0900269	6.27106
-0.0892334	6.27625
-0.0913696	6.28082
-0.0969849	6.28418
-0.105713	6.28693
-0.116211	6.28998
-0.126648	6.29395
-0.13739	6.29974
-0.14978	6.30829
-0.165405	6.31927
-0.183838	6.33179
-0.204773	6.34308
-0.227112	6.35223
-0.25	6.35925
-0.272339	6.36505
-0.294312	6.36932
-0.316467	6.37177
-0.3396	6.37238
-0.363586	6.37299
-0.388245	6.37543
-0.413086	6.38031
-0.438171	6.38702
-0.46344	6.39374
-0.489502	6.39984
-0.516052	6.40472
-0.542786	6.40869
-0.569397	6.41205
-0.595337	6.41449
-0.619751	6.41632
-0.641724	6.41693
-0.660339	6.41632
-0.675659	6.41418
-0.687561	6.41144
-0.697876	6.40839
-0.708252	6.40503
-0.71991	6.40106
-0.731689	6.39893
-0.742432	6.40045
-0.751709	6.40656
-0.760193	6.41541
-0.768311	6.42426
-0.775635	6.43005
-0.781738	6.4325
-0.787476	6.43219
-0.793274	6.43066
-0.798889	6.42761
-0.801147	6.42456
-0.796875	6.42059
-0.782043	6.41693
-0.752014	6.41388
-0.70105	6.41174
-0.623657	6.41022
-0.516113	6.40869
-0.379028	6.40747
-0.218262	6.40625
-0.0436401	6.40411
0.133789	6.40106
0.305847	6.39709
0.468384	6.39313
0.618958	6.38885
0.756042	6.38428
0.878052	6.38
0.984558	6.37634
1.07666	6.3736
1.15637	6.37115
1.22534	6.36841
1.28436	6.36597
1.33337	6.36383
1.37225	6.3623
1.40063	6.36078
1.41827	6.35895
1.42517	6.35803
1.42224	6.35925
1.41193	6.36444
1.39606	6.37512
1.37506	6.3916
1.34839	6.41296
1.31476	6.43646
1.27441	6.45996
1.22876	6.48163
1.17914	6.50116
1.12549	6.51947
1.06738	6.53625
1.00458	6.55151
0.938354	6.56525
0.869507	6.57776
0.798767	6.58966
0.726196	6.60156
0.652405	6.61224
0.577087	6.6214
0.500488	6.62811
0.422974	6.6333
0.345093	6.63635
0.267334	6.63788
0.190063	6.63757
0.113708	6.63574
0.0396118	6.63208
-0.0314331	6.62811
-0.098999	6.62445
-0.163086	6.62231
-0.2229	6.62201
-0.276611	6.62354
-0.322205	6.62445
-0.360535	6.62445
-0.394043	6.62384
-0.425354	6.62292
-0.45459	6.62262
-0.479675	6.62262
-0.498474	6.62262
-0.509216	6.62201
-0.51123	6.6214
-0.506409	6.62048
-0.49707	6.61896
-0.484497	6.61621
-0.468262	6.61255
-0.44751	6.60767
-0.422058	6.60187
-0.392273	6.59546
-0.359436	6.58813
-0.325256	6.5802
-0.291626	6.57196
-0.25885	6.56372
-0.226318	6.55609
-0.19397	6.54907
-0.162598	6.54205
-0.134216	6.53595
-0.110413	6.53046
-0.0911865	6.52496
-0.0756836	6.51947
-0.0632324	6.51398
-0.0535278	6.50757
-0.0474243	6.50116
-0.0450439	6.49506
-0.0467529	6.48956
-0.0526123	6.48499
-0.0622559	6.48071
-0.0749512	6.47583
-0.0898438	6.47034
-0.105957	6.46393
-0.12323	6.45691
-0.141235	6.44897
-0.1604	6.44073
-0.181091	6.43188
-0.203491	6.42242
-0.227356	6.41266
-0.251953	6.40259
-0.276123	6.39282
-0.299683	6.38367
-0.322144	6.37482
-0.345398	6.36688
-0.370728	6.35986
-0.398865	6.35376
-0.427612	6.34827
-0.455322	6.34308
-0.481079	6.33789
-0.505127	6.33179
-0.527161	6.32538
-0.547363	6.31836
-0.565979	6.31134
-0.583801	6.30402
-0.601807	6.297
-0.620422	6.28998
-0.638428	6.28296
-0.654785	6.27625
-0.668579	6.27106
-0.680725	6.26648
-0.691956	6.26221
-0.702393	6.25793
-0.71167	6.25244
-0.719727	6.24634
-0.725647	6.24084
-0.727905	6.23657
-0.72467	6.23322
-0.713989	6.22986
-0.691956	6.22528
-0.652649	6.21918
-0.588928	6.21185
-0.497437	6.20361
-0.378662	6.19476
-0.237305	6.1853
-0.0799561	6.17584
0.0849609	6.16608
0.249451	6.15662
0.40741	6.14685
0.55542	6.13708
0.69165	6.12701
0.815552	6.11725
0.927856	6.10748
1.02887	6.09802
1.11719	6.08856
1.19165	6.07971
1.25275	6.07086
1.30316	6.06201
1.34503	6.05316
1.37799	6.04401
1.40094	6.03485
1.41388	6.0257
1.41791	6.01685
1.41418	6.0083
1.40381	5.99945
1.388	5.9906
1.36737	5.98145
1.3421	5.97229
1.31104	5.96313
1.27509	5.95398
1.23798	5.94482
1.20319	5.93567
1.17053	5.92651
1.13654	5.91766
1.09827	5.90881
1.05548	5.89966
1.01007	5.8902
0.963074	5.88104
0.91272	5.87189
0.857544	5.86334
0.796021	5.8548
0.728271	5.84625
0.655701	5.83801
0.5802	5.82977
0.503723	5.82153
0.42981	5.81299
0.360596	5.80475
0.297852	5.79651
0.240356	5.78857
0.185913	5.78003
0.133057	5.77118
0.0822754	5.76233
0.0343018	5.75378
-0.0098877	5.74524
-0.050354	5.73669
-0.086792	5.72784
-0.119324	5.71899
-0.1474	5.71045
-0.170288	5.70221
-0.186951	5.69397
-0.197632	5.68542
-0.202271	5.67688
-0.200806	5.66833
-0.193909	5.65887
-0.183167	5.64911
-0.169739	5.63904
-0.15387	5.62927
-0.134583	5.62042
-0.112122	5.61157
-0.0879517	5.60272
-0.0639648	5.59387
-0.0404053	5.58502
-0.0172119	5.57587
0.0057373	5.56763
0.0267944	5.55969
0.0446167	5.55206
0.0587158	5.54382
0.0695801	5.53558
0.0775146	5.52765
0.0826416	5.51941
0.0842285	5.51178
0.0823975	5.50354
0.0771484	5.49561
0.0690918	5.48767
0.0585938	5.47943
0.0460815	5.47089
0.0317993	5.46234
0.0162964	5.45349
-0.00115967	5.44464
-0.0203247	5.43579
-0.0409546	5.42694
-0.0619507	5.41809
-0.0834351	5.40894
-0.105896	5.40009
-0.13031	5.39063
-0.15686	5.38116
-0.185547	5.37201
-0.215881	5.36255
-0.246948	5.35339
-0.277405	5.34424
-0.306946	5.33539
-0.336975	5.32684
-0.367371	5.31769
-0.396484	5.30853
-0.422913	5.29938
-0.447144	5.29083
-0.47168	5.28259
-0.497498	5.27435
-0.524353	5.26611
-0.550964	5.25787
-0.576416	5.24963
-0.599792	5.24139
-0.620728	5.23254
-0.639526	5.22369
-0.655762	5.21454
-0.669006	5.20569
-0.679749	5.19653
-0.689758	5.18707
-0.700256	5.17822
-0.709595	5.16968
-0.713257	5.16174
-0.706909	5.15411
-0.686646	5.14709
-0.648376	5.14099
-0.58783	5.1358
-0.500305	5.13031
-0.384949	5.12451
-0.245422	5.11841
-0.0895996	5.11169
0.0732422	5.10498
0.234619	5.09796
0.388306	5.09033
0.530334	5.08301
0.659912	5.07538
0.7771	5.06775
0.883118	5.05981
0.978882	5.05157
1.06482	5.04333
1.14166	5.0351
1.20886	5.02686
1.26526	5.01801
1.3114	5.00916
1.34796	5.00031
1.37628	4.99176
1.39655	4.98322
1.40906	4.97467
1.41388	4.96613
1.4115	4.95758
1.40179	4.94934
1.38513	4.94141
1.36218	4.93347
1.33429	4.92493
1.30212	4.91608
1.26617	4.90753
1.22644	4.8996
1.18304	4.89197
1.13586	4.88434
1.08228	4.8764
1.01978	4.86877
0.948181	4.86145
0.871887	4.85474
0.796387	4.84833
0.722351	4.84253
0.647827	4.83612
0.571167	4.82971
0.49408	4.82239
0.418823	4.81537
0.346191	4.80804
0.27533	4.80103
0.205566	4.7937
0.136597	4.78638
0.0695801	4.77905
0.00561523	4.77142
-0.053894	4.76379
-0.108459	4.75616
-0.157715	4.74823
-0.202087	4.7403
-0.241882	4.73206
-0.277283	4.72382
-0.307434	4.71558
-0.331238	4.70764
-0.348755	4.69971
-0.360901	4.69208
-0.368469	4.68384
-0.372498	4.6756
-0.372253	4.66736
-0.366577	4.65912
-0.354675	4.65088
-0.337646	4.64233
-0.317871	4.63409
-0.29657	4.62585
-0.274475	4.61792
-0.25177	4.61029
-0.229248	4.60236
-0.208252	4.59473
-0.189331	4.58679
-0.172058	4.57825
-0.155396	4.5694
-0.139038	4.55963
-0.123779	4.54956
-0.112	4.53888
-0.104248	4.52789
-0.0999756	4.5166
-0.0980835	4.50531
-0.0986328	4.49371
-0.101929	4.48242
-0.107849	4.47205
-0.115967	4.46198
-0.126709	4.45221
-0.139709	4.44214
-0.154968	4.43176
-0.171509	4.42078
-0.189148	4.40918
-0.208069	4.39697
-0.228394	4.38477
-0.250427	4.37317
-0.274475	4.36127
-0.299561	4.34967
-0.324829	4.33807
-0.349487	4.32648
-0.374634	4.31488
-0.401062	4.30298
-0.42865	4.29077
-0.455872	4.27826
-0.483154	4.26514
-0.510498	4.25079
-0.537231	4.23553
-0.561279	4.22028
-0.582703	4.20593
-0.603638	4.1922
-0.626526	4.17969
-0.651001	4.16718
-0.676086	4.15466
-0.700623	4.14185
-0.724609	4.12903
-0.746948	4.1156
-0.76709	4.10187
-0.784973	4.08752
-0.801758	4.07227
-0.817139	4.0564
-0.83075	4.03961
-0.84082	4.02222
-0.845215	4.00482
-0.84021	3.98712
-0.821594	3.9679
-0.784668	3.94531
-0.724304	3.91815
-0.636597	3.88733
-0.521973	3.85468
-0.385254	3.82263
-0.23468	3.79272
-0.0783081	3.76587
0.0770264	3.74115
0.226501	3.71857
0.367126	3.6972
0.497803	3.67706
0.618103	3.65784
0.728516	3.63861
0.829529	3.61908
0.921387	3.59894
1.00476	3.5791
1.07947	3.55988
1.14502	3.54156
1.20154	3.52264
1.24878	3.50098
1.28729	3.47687
1.31677	3.45154
1.33704	3.42773
1.34833	3.40546
1.35162	3.3847
1.34729	3.36487
1.33569	3.34503
1.31696	3.32428
1.29279	3.3017
1.26465	3.2782
1.2337	3.25439
1.19934	3.2309
1.16107	3.20435
1.11859	3.17047
1.0719	3.12714
1.02136	3.07648
0.967651	3.02399
0.911194	2.97394
0.852722	2.92847
0.791809	2.88696
0.727844	2.84821
0.6604	2.81006
0.590942	2.771
0.520691	2.73132
0.4505	2.69379
0.381104	2.66083
0.313904	2.63214
0.249451	2.60712
0.187805	2.58423
0.127808	2.56348
0.0698853	2.54364
0.0151367	2.52411
-0.0353394	2.50519
-0.0802002	2.48718
-0.118408	2.47009
-0.150818	2.4527
-0.179321	2.43408
-0.204529	2.41394
-0.225037	2.39319
-0.238831	2.37244
-0.245483	2.35229
-0.246582	2.33337
-0.243835	2.31567
-0.238708	2.29858
-0.231506	2.28149
-0.221985	2.2644
-0.210083	2.24792
-0.195557	2.23267
-0.179382	2.21771
-0.162964	2.20276
-0.147461	2.1875
-0.133911	2.17255
-0.12146	2.15851
-0.109985	2.14539
-0.0995483	2.13318
-0.0905151	2.12128
-0.0827026	2.10938
-0.0773315	2.09717
-0.0750732	2.08496
-0.0770264	2.07214
-0.0824585	2.05963
-0.0909424	2.04712
-0.10144	2.03491
-0.113647	2.0224
-0.126526	2.00958
-0.140015	1.99677
-0.154602	1.98456
-0.171753	1.97388
-0.193115	1.96381
-0.218567	1.95435
-0.245605	1.94519
-0.27179	1.93573
-0.296692	1.92535
-0.321777	1.91254
-0.348083	1.89697
-0.375305	1.87592
-0.401672	1.84784
-0.427246	1.81335
-0.452209	1.77643
-0.477966	1.74194
-0.504089	1.71234
-0.528931	1.68732
-0.551819	1.66504
-0.574463	1.64459
-0.59845	1.62445
-0.624023	1.60339
-0.649048	1.57959
-0.672791	1.54938
-0.695557	1.50726
-0.71814	1.45172
-0.740173	1.38733
-0.761414	1.32538
-0.781128	1.2735
-0.799194	1.23352
-0.815002	1.20239
-0.828735	1.17706
-0.841431	1.1557
-0.854736	1.13739
-0.869324	1.11969
-0.884827	1.10107
-0.898743	1.07697
-0.908752	1.04492
-0.912476	1.00647
-0.907227	0.966187
-0.88855	0.92926
-0.850769	0.896912
-0.788147	0.868835
-0.698669	0.843506
-0.58374	0.820923
-0.448975	0.801086
-0.302063	0.783386
-0.150452	0.766907
-0.000244141	0.751953
0.14502	0.737915
0.284607	0.724487
0.417175	0.71167
0.542236	0.698853
0.658936	0.686035
0.768005	0.672913
0.870178	0.6604
0.964966	0.648499
1.05176	0.636902
1.12982	0.625305
1.19775	0.613403
1.25507	0.601501
1.30145	0.588989
1.33801	0.576172
1.36566	0.563354
1.38483	0.550842
1.39569	0.538635
1.39868	0.526733
1.39362	0.514832
1.38031	0.501709
1.35901	0.485229
1.33075	0.463867
1.2962	0.438232
1.2561	0.411377
1.21124	0.386047
1.16278	0.363464
1.11115	0.343323
1.0567	0.325012
0.998962	0.307922
0.939819	0.291748
0.879578	0.276184
0.818054	0.26001
0.754272	0.243225
0.687683	0.226135
0.619385	0.209351
0.551086	0.194092
0.483337	0.180054
0.415588	0.168152
0.347656	0.157776
0.28064	0.148621
0.21582	0.140686
0.154419	0.132446
0.0957031	0.122986
0.039978	0.112
-0.0125122	0.0997925
-0.0622559	0.0872803
-0.108643	0.0747681
-0.150024	0.0628662
-0.184631	0.0506592
-0.211853	0.0384521
-0.233093	0.0259399
-0.249023	0.0128174
-0.260315	-0.00305176
-0.267822	-0.0250244
-0.272339	-0.0561523
-0.27356	-0.0930786
-0.270508	-0.129089
-0.262512	-0.158081
-0.250977	-0.179138
-0.237366	-0.195007
-0.223022	-0.207825
-0.207703	-0.219421
-0.190613	-0.230408
-0.173035	-0.241699
-0.157104	-0.253296
-0.144653	-0.265198
-0.136475	-0.27832
-0.131775	-0.292358
-0.129517	-0.306091
-0.129089	-0.318604
-0.129944	-0.328369
-0.131775	-0.335388
-0.135681	-0.340881
-0.141785	-0.345459
-0.151062	-0.349121
-0.163269	-0.353088
-0.177795	-0.357361
-0.193604	-0.362854
-0.209961	-0.372009
-0.226685	-0.385437
-0.244812	-0.402832
-0.265198	-0.421753
-0.288086	-0.440369
-0.312195	-0.457458
-0.336792	-0.475464
-0.361633	-0.496521
-0.388184	-0.522766
-0.416992	-0.551147
-0.447693	-0.578613
-0.479126	-0.602112
-0.510376	-0.621338
-0.541077	-0.637817
-0.570862	-0.652771
-0.598816	-0.668335
-0.625305	-0.686035
-0.650269	-0.704956
-0.674438	-0.724182
-0.698303	-0.742188
-0.721985	-0.757751
-0.74469	-0.77179
-0.765747	-0.784607
-0.784912	-0.796204
-0.803406	-0.805969
-0.821411	-0.813599
-0.838928	-0.823975
-0.854675	-0.845947
-0.868347	-0.882568
-0.879822	-0.928955
-0.89032	-0.975342
-0.901245	-1.01501
-0.913147	-1.04919
-0.924622	-1.08154
-0.934082	-1.11511
-0.940735	-1.14929
-0.945435	-1.18134
-0.948853	-1.2088
-0.951599	-1.23077
-0.95343	-1.24817
-0.954468	-1.26282
-0.954346	-1.27594
-0.952759	-1.28937
-0.94928	-1.30554
-0.94458	-1.32599
-0.939514	-1.35162
-0.934753	-1.38092
-0.930359	-1.41357
-0.927246	-1.44958
-0.925537	-1.49017
-0.925049	-1.54205
-0.924438	-1.62231
-0.923767	-1.74774
-0.923462	-1.9162
-0.923279	-2.10114
-0.921692	-2.26654
-0.916443	-2.39227
-0.90686	-2.48108
-0.893494	-2.54547
-0.878845	-2.5943
-0.86438	-2.63184
-0.846924	-2.65991
-0.818604	-2.6828
-0.770569	-2.70538
-0.694946	-2.73468
-0.587585	-2.77466
-0.450256	-2.82379
-0.292053	-2.87506
-0.125549	-2.92053
0.0418091	-2.95685
0.206482	-2.98584
0.366211	-3.01086
0.516968	-3.03436
0.655762	-3.05786
0.783752	-3.08258
0.903381	-3.10913
1.01526	-3.13873
1.11877	-3.16986
1.21344	-3.20221
1.29956	-3.23486
1.37714	-3.26935
1.44495	-3.3078
1.50153	-3.35175
1.54688	-3.40088
1.5816	-3.45245
1.60687	-3.50342
1.62311	-3.55438
1.63068	-3.60718
1.62946	-3.66211
1.6203	-3.7149
1.60345	-3.76068
1.57886	-3.79822
1.54633	-3.83209
1.50641	-3.86902
1.46051	-3.91449
1.41138	-3.96942
1.36035	-4.03198
1.30804	-4.09973
1.25397	-4.17297
1.19708	-4.2511
1.13708	-4.33167
1.07477	-4.41315
1.01068	-4.49524
0.945496	-4.57764
0.879028	-4.65759
0.812073	-4.73206
0.745056	-4.80225
0.679138	-4.88342
0.613586	-5.00702
0.547546	-5.2121
0.480774	-5.51849
0.415039	-5.90393
0.352112	-6.31409
0.293213	-6.69403
0.237488	-7.01355
0.184021	-7.2699
0.133179	-7.47253
0.0889282	-7.63184
0.0543823	-7.75543
0.0310059	-7.84943
0.0149536	-7.91962
0.00152588	-7.97058
-0.0112305	-8.0069
-0.0220947	-8.03101
-0.0286865	-8.04626
-0.0299072	-8.05389
-0.027832	-8.05573
-0.0245972	-8.05298
-0.0209961	-8.04718
-0.0163574	-8.04291
-0.0098877	-8.04352
-0.00146484	-8.05145
0.00775146	-8.06335
0.0168457	-8.07434
0.024353	-8.08228
0.0299683	-8.08594
0.0341797	-8.08655
0.038147	-8.08472
0.0410767	-8.08044
0.041687	-8.07404
0.0390015	-8.0658
0.0339355	-8.05603
0.0274048	-8.04535
0.0192871	-8.03406
0.00854492	-8.02216
-0.00500488	-8.00934
-0.0231934	-7.99652
-0.0475464	-7.98309
-0.078125	-7.96997
-0.112305	-7.95654
-0.146362	-7.94312
-0.178955	-7.92969
-0.211731	-7.91595
-0.245544	-7.90222
-0.279663	-7.88818
-0.313171	-7.87445
-0.345825	-7.86133
-0.378052	-7.8479
-0.410461	-7.83447
-0.442749	-7.82074
-0.474731	-7.80701
-0.505798	-7.79327
-0.535767	-7.77924
-0.565186	-7.7652
-0.596008	-7.75116
-0.628113	-7.73743
-0.660828	-7.724
-0.692383	-7.71057
-0.721985	-7.69684
-0.74939	-7.68341
-0.774963	-7.66998
-0.799011	-7.65686
-0.822083	-7.64374
-0.844299	-7.63062
-0.865967	-7.61719
-0.887024	-7.60437
-0.907898	-7.59155
-0.928101	-7.57874
-0.947327	-7.56531
-0.965088	-7.55188
-0.980774	-7.53876
-0.994019	-7.52563
-1.0047	-7.51251
-1.013	-7.49969
-1.01923	-7.48627
-1.02313	-7.47253
-1.02484	-7.45911
-1.02472	-7.44598
-1.02332	-7.43317
-1.02124	-7.42065
-1.01971	-7.40814
-1.01843	-7.39532
-1.01709	-7.3822
-1.01526	-7.36938
-1.01318	-7.35626
-1.01154	-7.34314
-1.00928	-7.33032
-1.00482	-7.3175
-0.997925	-7.3053
-0.990173	-7.29279
-0.983521	-7.28027
-0.977051	-7.26776
-0.969116	-7.25494
-0.959229	-7.24213
-0.949829	-7.22931
-0.943298	-7.21649
-0.93927	-7.20367
-0.935852	-7.19116
-0.93158	-7.17834
-0.927002	-7.16614
-0.923706	-7.15393
-0.921753	-7.14172
-0.920044	-7.12952
-0.916504	-7.117
-0.911194	-7.10419
-0.905518	-7.09106
-0.901733	-7.07794
-0.899231	-7.06573
-0.896545	-7.05383
-0.89209	-7.04193
-0.884644	-7.02972
-0.872742	-7.01721
-0.853149	-7.005
-0.820496	-6.9928
-0.769592	-6.98059
-0.695007	-6.96838
-0.593811	-6.95618
-0.466064	-6.94458
-0.31543	-6.93268
-0.148682	-6.92078
0.0245972	-6.90887
0.196289	-6.89697
0.360046	-6.88507
0.513733	-6.87286
0.65741	-6.86066
0.79187	-6.84875
0.916931	-6.83685
1.03192	-6.82495
1.1358	-6.81305
1.22906	-6.80115
1.31238	-6.78894
1.38617	-6.77704
1.45001	-6.76544
1.5033	-6.75385
1.54541	-6.74225
1.5766	-6.73035
1.59753	-6.71875
1.6095	-6.70715
1.61279	-6.69556
1.60693	-6.68396
1.59137	-6.67236
1.56805	-6.66077
1.53815	-6.64917
1.50281	-6.63788
1.46198	-6.62628
1.41663	-6.61499
1.36768	-6.60339
1.31573	-6.5918
1.26038	-6.58051
1.20172	-6.56891
1.1405	-6.55762
1.07819	-6.54602
1.01593	-6.53442
0.954163	-6.52252
0.891174	-6.51093
0.825623	-6.49933
0.756958	-6.48804
0.687012	-6.47705
0.617432	-6.46576
0.54895	-6.45447
0.480713	-6.44318
0.412415	-6.43188
0.344849	-6.42029
0.279724	-6.4093
0.218079	-6.39862
0.160706	-6.38824
0.107544	-6.37726
0.0581665	-6.36597
0.0124512	-6.35468
-0.0288696	-6.34338
-0.0653076	-6.3324
-0.0964355	-6.32172
-0.123169	-6.31104
-0.14563	-6.30005
-0.163208	-6.28876
-0.175171	-6.27777
-0.181824	-6.26709
-0.18457	-6.25641
-0.185181	-6.24573
-0.183044	-6.23474
-0.177429	-6.22375
-0.16803	-6.21277
-0.156189	-6.20209
-0.142883	-6.1911
-0.1297	-6.18042
-0.116943	-6.16974
-0.104858	-6.15936
-0.0927124	-6.14868
-0.0804443	-6.138
-0.0689697	-6.12732
-0.0604248	-6.11664
-0.0557861	-6.10626
-0.0553589	-6.09589
-0.0583496	-6.08521
-0.0637817	-6.07452
-0.0706787	-6.06384
-0.0790405	-6.05316
-0.0891113	-6.04248
-0.101624	-6.0321
-0.117004	-6.02173
-0.135925	-6.01135
-0.157898	-6.00067
-0.182678	-5.9903
-0.208801	-5.97992
-0.235901	-5.96985
-0.263977	-5.95978
-0.294739	-5.9494
-0.327393	-5.93903
-0.360718	-5.92865
-0.392456	-5.91827
-0.422302	-5.9082
-0.450317	-5.89783
-0.476624	-5.88745
-0.501831	-5.87708
-0.527466	-5.8667
-0.554504	-5.85632
-0.582458	-5.84625
-0.609619	-5.83618
-0.636169	-5.82611
-0.662842	-5.81573
-0.690247	-5.80566
-0.717163	-5.79559
-0.742188	-5.78583
-0.764954	-5.77606
-0.787292	-5.7663
-0.809814	-5.75592
-0.832153	-5.74585
-0.852478	-5.73608
-0.869446	-5.72632
-0.881226	-5.71655
-0.886108	-5.70679
-0.883911	-5.69672
-0.877869	-5.68695
-0.872498	-5.67719
-0.870422	-5.66742
-0.87146	-5.65735
-0.874634	-5.64728
-0.878601	-5.63751
-0.881592	-5.62775
-0.882751	-5.61829
-0.882813	-5.60852
-0.882324	-5.59845
-0.881348	-5.58807
-0.879761	-5.57831
-0.878601	-5.56854
-0.878235	-5.55908
-0.877869	-5.54932
-0.874817	-5.53955
-0.86908	-5.53009
-0.86145	-5.52094
-0.854004	-5.51208
-0.84729	-5.50293
-0.841248	-5.49347
-0.835144	-5.4834
-0.828796	-5.47394
-0.822327	-5.46448
-0.815857	-5.45532
-0.808594	-5.44586
-0.801453	-5.4364
-0.794922	-5.42694
-0.790161	-5.41718
-0.786926	-5.40771
-0.784302	-5.39825
-0.78186	-5.38879
-0.779663	-5.37933
-0.777527	-5.37048
-0.774902	-5.36163
-0.771179	-5.35217
-0.765808	-5.34302
-0.757019	-5.33356
-0.741943	-5.3241
-0.715088	-5.31525
-0.670166	-5.30609
-0.601685	-5.29694
-0.506897	-5.28748
-0.385864	-5.27802
-0.241516	-5.26886
-0.0786743	-5.2597
0.0944214	-5.25116
0.268738	-5.24231
0.436035	-5.23346
0.592102	-5.22461
0.737366	-5.21545
0.880737	-5.2063
1.02118	-5.19745
1.15027	-5.18829
1.25568	-5.17944
1.33588	-5.17029
1.39996	-5.16144
1.45532	-5.15259
1.50238	-5.14343
1.54041	-5.13428
1.56958	-5.12512
1.59064	-5.11658
1.60211	-5.10773
1.60352	-5.09918
1.59558	-5.09033
1.58032	-5.08148
1.55835	-5.07263
1.52899	-5.06378
1.49219	-5.05493
1.44928	-5.04578
1.40161	-5.03693
1.34888	-5.02838
1.29022	-5.01923
1.22668	-5.01038
1.15973	-5.00183
1.09064	-4.99329
1.01953	-4.98474
0.947083	-4.9765
0.87439	-4.96796
0.802917	-4.95911
0.733093	-4.95056
0.664307	-4.94202
0.594727	-4.93347
0.523926	-4.92523
0.451294	-4.91669
0.378174	-4.90784
0.305237	-4.89929
0.234619	-4.89014
0.167664	-4.88129
0.104309	-4.87244
0.0441284	-4.8642
-0.0128174	-4.85626
-0.0656128	-4.84802
-0.113281	-4.83978
-0.155884	-4.83124
-0.192566	-4.82239
-0.224304	-4.81415
-0.251221	-4.80591
-0.274292	-4.79797
-0.292603	-4.78973
-0.305908	-4.78149
-0.313904	-4.77325
-0.317261	-4.76501
-0.315552	-4.75708
-0.309021	-4.74915
-0.297668	-4.74121
-0.282288	-4.73267
-0.263062	-4.72412
-0.240906	-4.71588
-0.217163	-4.70795
-0.194336	-4.70032
-0.172852	-4.69269
-0.151855	-4.68445
-0.131409	-4.6759
-0.113586	-4.66766
-0.100708	-4.65942
-0.0932007	-4.65149
-0.0888672	-4.64355
-0.0858154	-4.63562
-0.0828857	-4.62799
-0.0812378	-4.62006
-0.0814819	-4.61243
-0.0845337	-4.60449
-0.0901489	-4.59656
-0.0980225	-4.58832
-0.108582	-4.58038
-0.123108	-4.57245
-0.141052	-4.56482
-0.161499	-4.55658
-0.182922	-4.54865
-0.205566	-4.54102
-0.229492	-4.53308
-0.254761	-4.52515
-0.280334	-4.51721
-0.30658	-4.50928
-0.333862	-4.50134
-0.362671	-4.49341
-0.392822	-4.48547
-0.424744	-4.47784
-0.45752	-4.46991
-0.490417	-4.46228
-0.521851	-4.45465
-0.551453	-4.44672
-0.579468	-4.43909
-0.606445	-4.43146
-0.632751	-4.42383
-0.658325	-4.4162
-0.682861	-4.40826
-0.706299	-4.40063
-0.728394	-4.39331
-0.749451	-4.38599
-0.769409	-4.37866
-0.788208	-4.37103
-0.805908	-4.3634
-0.822571	-4.35577
-0.838196	-4.34784
-0.853027	-4.34021
-0.866882	-4.33289
-0.880371	-4.32556
-0.892578	-4.31824
-0.902649	-4.31061
-0.910217	-4.30328
-0.917053	-4.29565
-0.924255	-4.28772
-0.931641	-4.27948
-0.937439	-4.26758
-0.941284	-4.245
-0.944214	-4.20593
-0.946533	-4.14398
-0.947083	-4.05518
-0.945618	-3.93524
-0.942383	-3.78204
-0.938843	-3.59863
-0.934937	-3.39355
-0.929993	-3.17322
-0.92395	-2.93274
-0.91748	-2.66418
-0.910828	-2.36847
-0.90448	-2.06543
-0.898865	-1.78131
-0.893982	-1.53168
-0.889221	-1.31561
-0.883667	-1.12274
-0.876526	-0.944824
-0.86792	-0.775452
-0.858093	-0.611267
-0.848694	-0.45105
-0.840088	-0.292358
-0.832336	-0.133667
-0.824097	0.0253296
-0.814941	0.19104
-0.805176	0.373535
-0.795288	0.578003
-0.785095	0.794983
-0.7724	1.00159
-0.75238	1.18011
-0.71936	1.32629
-0.667114	1.44623
-0.590881	1.54724
-0.487061	1.63391
-0.355042	1.71021
-0.197693	1.77856
-0.0220337	1.84021
0.162781	1.89636
0.346497	1.94611
0.521301	1.99036
0.682678	2.02942
0.829407	2.06543
0.96167	2.10083
1.08051	2.13806
1.18585	2.18079
1.27789	2.23572
1.35602	2.3056
1.42072	2.38861
1.47284	2.4765
1.51367	2.56134
1.54413	2.64069
1.56525	2.71484
1.57721	2.78442
1.58032	2.84821
1.57434	2.90802
1.55981	2.96509
1.53668	3.02155
1.50525	3.08044
1.46637	3.1427
1.42151	3.20831
1.37152	3.27423
1.31708	3.33557
1.25812	3.38928
1.19519	3.43414
1.12787	3.47168
1.05713	3.50586
0.983948	3.53882
0.909607	3.57208
0.833069	3.60535
0.754028	3.63831
0.672058	3.67035
0.588806	3.70087
0.505188	3.72833
0.421814	3.75153
0.339233	3.77045
0.259155	3.78662
